Data;Título;Link;Termo da pesquisa ;Autor;Fontes;Assuntos tratados;;
29.11.2016;Lex-gouverneur de Rio, de la vie de château au cachot;http://www.lemonde.fr/m-moyen-format/article/2016/11/29/l-ex-gouverneur-de-rio-de-la-vie-de-chateau-au-cachot_5040070_4497271.html#ZdL5U9GfSg4Lgv4A.99;Lava Jato;Correspondente Claire Gatinois;Piauí, Sérgio Moro, ;Sérgio Cabral;;
05.12.2016;"Les Brésiliens dans la rue contre la corruption
";http://www.lemonde.fr/international/article/2016/12/05/les-bresiliens-dans-la-rue-contre-la-corruption_5043350_3210.html#jq1LI6O96Fz8plzo.99;Lava Jato;Correspondente Claire Gatinois;"participante do MBL, Roberto Livianu (presidente da ONG Nao aceito corrupçao), Kim Kataguiri (MBL), Marcos Tomio (consultor comercial),  Douglas Lima (dono de uma empresa de exportação e importação)
";Manifestação de defesa à Lava Jato;;
09.12.2016;Au Brésil, les réformes tardent et léconomie patine;http://www.lemonde.fr/economie/article/2016/12/09/au-bresil-les-reformes-tardent-et-l-economie-patine_5046159_3234.html#pWLErgj3K2R1Ax2H.99;Lava Jato;Correspondente Claire Gatinois;fonte anônima de Brasília, Marcos Lisboa (Insper), Juan Carlos Rodado (banco Natixis), Luis Stuhlberger (Verde Asset Management), Nilson Teixeira (economista do Credit Suisse), Roberto Feldmann (Professor USP);Crise Política;A Lava Jato é citada por Roberto Feldmann como a melhor coisa que já aconteceu ao Brasil.;
15.12.2016;"Le Brésil senfonce dans une crise de régime
";http://www.lemonde.fr/ameriques/article/2016/12/15/le-president-bresilien-piege-par-un-nouveau-scandale-de-corruption_5049107_3222.html#ELgbsz0lZ7YSeIzI.99;Lava Jato;Correspondente Claire Gatinois;Ronaldo Caiado,  Mathias de Alencastro (politólogo), Jean Wyllys  (PSOL), Gilberto Maringoni, ;Crise Politica;;
20.12.2016;"Au Brésil, la saison 2 de laffaire « Lava Jato »
";http://www.lemonde.fr/ameriques/article/2016/12/20/au-bresil-la-saison-2-de-l-affaire-lava-jato_5051585_3222.html#Tclu2J3tiTxRrHHx.99;Lava Jato;Correspondente Claire Gatinois;Revista Piauí;Lava Jato;;
 23.01.2017;"Au Brésil, mort dun juge anticorruption qui instruisait lenquête « Lava Jato »
";http://www.lemonde.fr/ameriques/article/2017/01/23/au-bresil-mort-d-un-juge-anticorruption-qui-instruisait-l-enquete-lava-jato_5067507_3222.html#OqkzP2PoyisiQEFC.99;Lava Jato;Correspondente Claire Gatinois;Sergio Moro (entrevista para a FSP), Daniel Vargas (professor de Direito da FGV), ;Teori Zavaski;;
30.01.2017;"Fin de cavale pour Eike Batista, le «?Steve Jobs do Brasil?», accusé de corruption
";http://www.lemonde.fr/economie/article/2017/01/30/fin-de-cavale-pour-eike-batista-le-steve-jobs-do-brasil-accuse-de-corruption_5071406_3234.html#XVkETrKtPgKLlb8f.99;Lava Jato;Correspondente Claire Gatinois;Malu Gaspar (jornalista e escritora), Gesner Oliveira (economista), Forbes, ;Eike Batista;;
07.02.2017;"
Désignation controversée dun nouveau juge à la Cour suprême du Brésil
";http://www.lemonde.fr/ameriques/article/2017/02/07/designation-controversee-d-un-nouveau-juge-a-la-cour-supreme-du-bresil_5076173_3222.html#4XHUV58FEjW0p5oU.99;Lava Jato;Correspondente Claire Gatinois;Luis Nassif, Marco Antonio Carvalho Texeira (FGV), Carlos Melo (politologo), Revista Época;Alexandre de Moraes;;
 07.02.2017;Lentreprise brésilienne Odebrecht, multinationale de la corruption;http://www.lemonde.fr/economie/article/2017/02/07/odebrecht-multinationale-de-la-corruption_5075773_3234.html#FgotwVfiAbjH6LZg.99;Lava Jato;Par Frédéric Saliba (Mexico, correspondance), Paulo A. Paranagua, Christine Legrand (Buenos Aires, correspondante), Jean-Michel Caroit (Saint-Domingue, correspondant), Adrien Barbier et Claire Gatinois (Sao Paulo, correspondante);Imprensa, Pedro Pablo Kuczynski (PPK), Rafael Marques (jornalista da Angola), ;Corrupção da Odebrecht;;
 09.02.2017;"Le président brésilien désigne son ministre de la justice pour la Cour suprême
";http://www.lemonde.fr/international/article/2017/02/09/le-president-bresilien-designe-son-ministre-de-la-justice-pour-la-cour-supreme_5077046_3210.html#pAzVTWzX1XS1jspp.99;Lava Jato;Correspondente Claire Gatinois;Luis Nassif, Carlos Melo (politólogo);Alexandre de Moraes;;
10.02.2017;Les médecins de lépouse de Lula déversaient leur haine sur WhatsApp;http://www.lemonde.fr/m-actu/article/2017/02/10/les-medecins-de-l-epouse-de-lula-deversaient-leur-haine-sur-whatsapp_5077838_4497186.html#XKIRPIQoeGjoVUkh.99;Lava Jato;Correspondente Claire Gatinois;Clãudia Colucci (Folha de S. Paulo), O Globo, Estadão, Ana Estela Haddad (esposa de Haddad), Noemi Araujo (psicanalista próxima de Lula), ;Marisa Letícia e Lula;;
24.02.2017;"Au carnaval de Rio, la politique sinvite à la fête
";http://www.lemonde.fr/m-moyen-format/article/2017/02/24/au-carnaval-de-rio-la-politique-s-invite-a-la-fete_5084623_4497271.html#TZvM00yBLKkrWpLU.99;Lava Jato;Correspondente Claire Gatinois;Rosa Magalhães (cenógrafa), Luiz Antonio Simas (historiador e escritor), Manuela Trindade Oiticica (membro de um bloco), Vagner Fernandes (membro de um bloco), ;Carnaval com tema político;;
28.02.2017;Au Brésil, le règne de limpunité;http://abonnes.lemonde.fr/idees/article/2017/02/28/au-bresil-le-regne-de-l-impunite_5086863_3232.html?xtmc=lava_jato&xtcr=49;Lava Jato;Correspondente Claire Gatinois;David Fleischer (politólogo), Michel Temer, Bernardo Mello Franco (Folha de S. Paulo), Romero Jucá (citado), Kim Kataguiri (MBL), Carlos Melo (politólogo);Impunidade política no Brasil;;
03.03.2017;« Le Monde » révèle les soupçons de corruption sur lattribution des JO 2016 à Rio; http://www.lemonde.fr/jeux-olympiques-rio-2016/article/2017/03/03/le-monde-revele-les-soupcons-de-corruption-sur-l-attribution-des-jo-2016-a-rio_5088557_4910444.html#X1j8qPcb3KdZ2s6B.99;Lava Jato;Yann Bouchez;Shintaro Ishihara (governador de Tóquio), Papa Massata Diack (filho de Lamine Diack, ex-presidente da Iaaf- Associação Internacional de Federações de Atletismo);Investigação sobre ilegalidades nos Jogos Olímpicos do Rio;Sérgio Cabral, na época prefeito do Rio, é citado como preso na Operação Lava Jato;
15.03.2017;Au Brésil, lensemble du système politique visé par lenquête anticorruption;http://www.lemonde.fr/ameriques/article/2017/03/15/de-nouvelles-personnalites-politiques-visees-par-l-enquete-petrobras_5094506_3222.html#WJueEES7E3MqEuW4.99;Lava Jato;Correspondente Claire Gatinois;Lula, Gilberto Maringoni (professor da UFABC), Folha de S. Paulo, El Pais Brasil, Mathias de Alencastro (politólogo);Lava Jato;cita Lula;
27.03.2017;Des manifestations sans passion au Brésil pour soutenir lopération « Lava Jato »;http://www.lemonde.fr/ameriques/article/2017/03/27/des-manifestations-sans-passion-au-bresil-pour-soutenir-lava-jato_5101116_3222.html#dzHKI1T6cCfAGC3A.99;Lava Jato;Correspondente Claire Gatinois;Joao Luiz Deus Deu (manifestante), Sibelle (manifestante), líder do movimento Vem Pra Rua, Suzy Fleury (psicóloga), ;Manifestações pró-Lava Jato;;
30.03.2017;Brésil : le lourd tribut économique du retour à léthique;http://www.lemonde.fr/economie/article/2017/03/30/bresil-le-lourd-tribut-economique-du-retour-a-l-ethique_5103268_3234.html#Ob7rDhTmF0HeQbQt.99;Lava Jato;Correspondente Claire Gatinois; Joao Cayres (secretário da Cut), Gabriel Kohlmann (da empresa Prospectiva), Nelson Marconi (economista da FGV), Juan Carlos Rodado (economista da Natixis), ;Efeitos negativos da Lava Jato na economia;;
30.03.2017;"Au Brésil, Eduardo Cunha condamné à quinze ans et quatre mois de prison
";http://www.lemonde.fr/international/article/2017/03/30/au-bresil-eduardo-cunha-condamne-a-quinze-ans-et-quatre-mois-de-prison_5103541_3210.html#S5yb4ZJuickZSxaS.99;Lava Jato;Correspondente Claire Gatinois;Sergio Moro, O Globo, Marco Antonio Carvalho Teixeira (FGV);condenação de Eduardo Cunha;;
12.04.2017;Corruption au Brésil : la justice va enquêter sur 80 parlementaires et ministres;http://www.lemonde.fr/ameriques/article/2017/04/12/corruption-au-bresil-la-justice-va-enqueter-sur-80-parlementaires-et-ministres_5109754_3222.html#MIyum6C5YfMhwEPz.99;Lava Jato;Le Monde com AF e AP;Estadão, Claudio Couto (FGV);Investigação de políticos na Operação Lava Jato- Lista de Edson Fachin;;
13.04.2017;Lensemble du vieux monde politique brésilien dans la tourmente « Lava Jato »;http://www.lemonde.fr/ameriques/article/2017/04/13/l-ensemble-du-vieux-monde-politique-bresilien-dans-la-tourmente-lava-jato_5110670_3222.html#LS4eUzEat8b0tQok.99;Lava Jato;Correspondente Claire Gatinois;Congresso em Foco, Aécio Neves (em nota), Folha de S. Paulo, Marco Antonio Carvalho Teixeira (FGV), Sylvio Costa (fundador do site Congresso em Foco), Carlos Melo (politólogo);Lista de Fachin;;
14.04.2017;« Lava Jato » : lampleur de la corruption au Brésil saffiche en vidéo;http://www.lemonde.fr/ameriques/article/2017/04/14/lava-jato-l-ampleur-de-la-corruption-au-bresil-s-affiche-en-video_5111482_3222.html#MfpyjX1vvCRajTVF.99;Lava Jato;Correspondente Claire Gatinois;Matias Spektor (Folha de S. Paulo), Marcio Faria (um chefe na Odebrecht), Marcelo Odebrecht, Michel Temer (pronunciamento oficial);Delação de funcionários da Odebrecht;cita Lula;
25.04.2017;La politique brésilienne dans limpasse;http://abonnes.lemonde.fr/idees/article/2017/04/25/la-politique-bresilienne-dans-l-impasse_5117131_3232.html?xtmc=lava_jato&xtcr=36;Lava Jato;Correspondente Claire Gatinois; Elio Gaspari (Folha de S. Paulo), Mathias de Alencastro (politólogo), Luciana Lossio (juíza), Ricardo Rangel (editor do O Globo), Michel Temer, Luis Nassif;Ministros de Temer envolvidos na Lava Jato;;
04.05.2017;Au Brésil, la libération de lex-bras droit de Lula suscite lémoi;http://www.lemonde.fr/ameriques/article/2017/05/04/au-bresil-la-liberation-de-l-ex-bras-droit-de-lula-suscite-l-emoi_5122242_3222.html#T4GmlYtsBil3EElM.99;Lava Jato;Correspondente Claire Gatinois; Dias Toffoli, Gilmar Mendes, Folha de S. Paulo, Oscar Vilhena Vieira (FGV), Carlos Melo (politólogo), ;Liberação de José Dirceu;;
11.05.2017;Au Brésil, le « show » de Lula face à la justice;http://www.lemonde.fr/ameriques/article/2017/05/11/au-bresil-lula-face-a-la-justice-et-a-un-avenir-politique-incertain_5125782_3222.html#vQMl5cAQRWIksdda.99;Lava Jato;Correspondente Claire Gatinois;Lula, Gilberto Maringoni (professor da UFABC), militante pró-Lula, Michel Temer, Joao Pedro Stédile (líder do MST), Fatima Bezerra (senadora do PT), Lincoln Secco (professor da USP e autor de um livro sobre o PT), Mathias Alencastro (politólogo), ;Interrogatório de Lula diante de Sergio Moro;;
12.05.2017;Dilma Rousseff un an après sa chute : ni remords ni regrets;http://www.lemonde.fr/m-moyen-format/article/2017/05/12/dilma-rousseff-un-an-apres-sa-chute-ni-remords-ni-regrets_5127072_4497271.html#WGQVf7lhSPl5fG3z.99;Lava Jato;Correspondente Claire Gatinois;Dilma Rousseff;Entrevista com Dilma Rousseff;;
12.05.2017;"Un an après larrivée au pouvoir de Temer, nombre de Brésiliens souhaitent refermer la « parenthèse »
";http://www.lemonde.fr/international/article/2017/05/12/un-an-apres-son-arrivee-au-pouvoir-nombre-de-bresiliens-souhaitent-refermer-la-parenthese-temer_5127075_3210.html#T0AbQMOqCBQM4tE1.99;Lava Jato;Correspondente Claire Gatinois;Laura Carvalho (professora da USP), Luiz Carlos Bresser-Pereira (economista), Lula, Ruda Ricci (socióloga), ;1 ano de Temer no Poder;;
16.05.2017;Au Brésil, première année difficile pour le président Michel Temer;http://www.lemonde.fr/international/article/2017/05/16/au-bresil-premiere-annee-difficile-pour-le-president-michel-temer_5128584_3210.html#yPSFJeS6HWqcwQhj.99;Lava Jato;Correspondente Claire Gatinois;Michel Tever (revista Veja), Gaudencio Torquato (amigo de Temer e dono da GT Marketing), membro do PT anônimo,  Luiz Flavio Guimaraes (especialista em Comunicação Política), Dilma Rousseff, Marco Antonio Carvalho Teixeira (FGV), Luiz Felipe de Alencastro  (historiador), Folha de S. Paulo, revista Veja, amigo próximo de Michel Temer, Carta Capital, Luiz Carlos Bresser-Pereira (economista), Guilherme Boulos (MST), Lula ;Impopularidade de Temer- 1 ano de governo;;
18.05.2017;Au Brésil, le président Temer éclaboussé par de nouvelles révélations;http://www.lemonde.fr/ameriques/article/2017/05/18/au-bresil-le-president-temer-eclabousse-par-de-nouvelles-revelations_5129489_3222.html#M7C8Y75bgmMKGosM.99;Lava Jato;Correspondente Claire Gatinois;TV Globo, jornal O Globo, Michel Temer (n via comunicado oficial), Carlos Melo (Insper), Marco Antonio Carvalho Teixeira (FGV);denúncias contra Temer;;
18.05.2017;Brésil : le président Temer refuse de démissionner et plaide son innocence;http://www.lemonde.fr/ameriques/article/2017/05/18/bresil-le-president-temer-refuse-de-demissionner-et-plaide-son-innocence_5130121_3222.html#PuqUkX4hH8zZ9pMq.99;Lava Jato;Correspondente Claire Gatinois;Michel Temer (comunicado oficial), Fernando Henrique Cardoso, O Globo, Revista Piauí, Alessandro Molon, Mathias de Alencastro (politólogo);denúncias contra Temer;;
19.05.2017;Brésil : le président Michel Temer accusé dobstruction à la justice;http://www.lemonde.fr/ameriques/article/2017/05/19/bresil-le-president-michel-temer-accuse-d-obstruction-a-la-justice_5130774_3222.html#46FrOB3DDv35WJTM.99;Lava Jato;Le Monde com a AFP;O Globo,  Michel Temer, ;Michel Temer;;
20.05.2017;"
Brésil : le président Michel Temer réclame la suspension de lenquête qui le vise";http://www.lemonde.fr/ameriques/article/2017/05/20/bresil-le-president-michel-temer-reclame-la-suspension-de-l-enquete-qui-le-vise_5131168_3222.html#yKCgTBCcHMZVXMFE.99;Lava Jato;Correspondente Claire Gatinois;advogados de Temer, O Globo, Antonio Carvalho Teixeira (FGV), Congresso em Foco, ;Michel Temer;;
 21.05.2017;"La justice française enquête sur des soupçons de corruption après la vente de sous-marins au Brésil
"; http://www.lemonde.fr/police-justice/article/2017/05/21/la-justice-francaise-enquete-sur-des-soupcons-de-corruption-apres-la-vente-de-sous-marins-au-bresil_5131272_1653578.html#wEhUBTmR1yfz3hAM.99;Lava Jato;Le Monde.fr avec AFP;Le Parisien, fonte anônima, PNF (parquet national financier), construtora naval DCNS, Rodrigo Janot ;submarino francês/propina na compra;A DCNS  é parceira da Odebrecht;
22.05.2017;Au Brésil, la mobilisation faiblit, mais pas les ennuis du président Michel Temer;http://www.lemonde.fr/ameriques/article/2017/05/22/au-bresil-la-mobilisation-s-affaiblit-mais-pas-les-ennuis-de-michel-temer_5131415_3222.html#vV8HqIBjS4zi4R6k.99;Lava Jato;Correspondente Claire Gatinois;Luan (manifestante professor de História), Joao Batista Paes de Barros (professor de Ed. Física e manifestante), Kim Kataguiri, Paulo Baia (professor da UFRJ), Mathias de Alencastro, OAB;Michel Temer;;
24.05.2017;Au Brésil, les « cow-boys » de JBS font trembler la République;http://www.lemonde.fr/economie/article/2017/05/24/au-bresil-les-cow-boys-de-jbs-font-trembler-la-republique_5133225_3234.html#VtEb4t2L7zAZ0OLo.99;Lava Jato;Correspondente Claire Gatinois;Revista Piauí, Consuelo Dieguez (jornalista), porta-voz da Associação Brasileira dos Abatedouros, José Carlos Hausknecht (MB Agro), Paulo Baia (professor da FEI), ;escândalo da JBS;Michel Temer obteve favores da JBS para obstruir a Operaçao Lava Jato.;
31.05.2017;Le faux départ de léconomie brésilienne;http://abonnes.lemonde.fr/economie/article/2017/05/31/le-faux-depart-de-l-economie-bresilienne_5136450_3234.html?xtmc=lava_jato&xtcr=21;Lava Jato;Correspondente Claire Gatinois;Michel Temer (discurso oficial), Bloomberg, Valdir de Queiroz (dono da Ceci Grelhados), O Estado de S. Paulo, Standard & Poors, Juan Carlos Rodado (Natixis), André Nassif (professor da UFF), ;;;
22.05.2017;"Au Brésil, la mobilisation faiblit, mais pas les ennuis du président Michel Temer
";http://www.lemonde.fr/ameriques/article/2017/05/22/au-bresil-la-mobilisation-s-affaiblit-mais-pas-les-ennuis-de-michel-temer_5131415_3222.html#VClzEzGMmURHmcfO.99;Lava Jato;Correspondente Claire Gatinois;Manifestante Luan,  manifestante Joao Batista Paes de Barros, Kim Kataguiri, Paulo Baia (professor de política da UFRJ), Mathias de Alencastro (politólogo), OAB, ;Michel Temer;Manifestações contra Michel Temer organizadas por grupos de esquerda;
24.05.2017;"Au Brésil, les « cow-boys » de JBS font trembler la République
";http://www.lemonde.fr/economie/article/2017/05/24/au-bresil-les-cow-boys-de-jbs-font-trembler-la-republique_5133225_3234.html#DkCUvK230JiT88dz.99;Lava Jato;Correspondente Claire Gatinois;Revista Piauí (Consuelo Dieguez), porta-voz da Associação Brasileira dos Abatedouros,  José Carlos Hausknecht (da MBA Agro), BNDES, Sergio Lazzarini (economista e autor do livro Capitalismo de Laços), Paulo Baia (professor de economia da FEI);escândalo JBS;História da JBS e escândalos nos quais a empresa se envolveu;
31.05.2017;Le faux départ de léconomie brésilienne;http://abonnes.lemonde.fr/economie/article/2017/05/31/le-faux-depart-de-l-economie-bresilienne_5136450_3234.html?xtmc=lava_jato&xtcr=16;Lava Jato;Correspondente Claire Gatinois;Michel Temer (pronunciamento oficial), Valdir de Queiroz (proprietário do Ceci Grelhados, um açougue), Pesquisa do jornal O Estado de S. Paulo, FIESP, Juan Carlos Rodado (economista do Natixis), André Nassif (professor da UFF);Michel Temer/ crise econômica;Juan Carlos Rodado, responsável pela pesquisa econômica da Natixis, questiona se haveria a possibilidade de o substituto de Temer ser também um outro cacique político envolvido na Operação Lava Jato;
03.06.2017 ;Au Brésil, semaine décisive pour lavenir de Michel Temer;http://www.lemonde.fr/ameriques/article/2017/06/03/au-bresil-semaine-decisive-pour-l-avenir-de-michel-temer_5138319_3222.html#csG0cuzki1ymr6iR.99;Lava Jato;Correspondente Claire Gatinois;Paulo Baia (professor de Ciências Políticas da UFRJ), Chico Alencar (deputado do PSOL), Kim Kataguiri (MBL), ;Michel Temer;O texto fala sobre a Lava Jato como o maior escândalo político da história do Brasil. ;Le président instille lidée quaprès lui viendra le chaos. De fait, depuis sa déflagration, en 2014, lopération judiciaire « Lava Jato » (lavage express) a mis au jour le plus grand scandale de corruption de lhistoire du Brésil, jetant en prison les cols blancs et les milliardaires de Brasilia. Personne nest épargné. Aussi, à peine le nom dun successeur potentiel émerge que sensuit un commentaire affligé : « Il est aussi mis en cause dans Lava Jato. »
 06.06.2017;Le procès qui pourrait signer la fin du mandat du président Temer souvre au Brésil;http://www.lemonde.fr/ameriques/article/2017/06/06/le-proces-qui-pourrait-signer-la-fin-du-mandat-du-president-temer-s-ouvre-au-bresil_5139533_3222.html#8LhfEcLcB6Bj1t5I.99;Lava Jato;Correspondente Claire Gatinois;Folha de S. Paulo;Michel Temer;O texto cita o envolvimento de Michel Temer na Operação Lava Jato;
09.06.2017;Le Brésil suspendu au procès de son président Michel Temer;http://www.lemonde.fr/ameriques/article/2017/06/09/le-bresil-suspendu-au-jugement-de-son-president_5140986_3222.html#ieuh08VroGrlapek.99;Lava Jato;Correspondente Claire Gatinois;Gustavo Guedes (advogado de Temer), Roberto Dias (Folha de S. Paulo), Gilmar Mendes, Herman Benjamin, Laurent Vidal (professor da UFRJ), Joaquim Barbosa (ex-Juiz);Michel Temer;Absolvição de Temer no processo de regularidade das contas na eleição presidencial de 2014;
10.06.2017;"Le président brésilien évite de peu la destitution
";http://www.lemonde.fr/ameriques/article/2017/06/10/le-president-bresilien-conserve-son-mandat_5141759_3222.html#rkl3xLJEj07omrt7.99;Lava Jato;Correspondente Claire Gatinois;César Felicio (editor do jornal Valor Econômico), Miriam Leitão (jornalista do O Globo), Raquel Landim (Folha de S. Paulo), Gilmar Mendes (presidente do TSE- citação indireta), Paulo Baia (professor da UFRJ), Laurent Vidal (professor de História convidado pela UFRJ), Norman Gall (Instituto Fernand-Braudel- think tank econômico), fonte anônima do PSDB), ;Michel Temer;;
14.06.2017;Brésil : lex-gouverneur de lEtat de Rio condamné à 14 ans de prison;http://www.lemonde.fr/ameriques/article/2017/06/14/bresil-l-ex-gouverneur-de-l-etat-de-rio-condamne-a-14-ans-de-prison_5144251_3222.html#SFbtoLEGWJqwWIZk.99;Lava Jato;Correspondente Claire Gatinois;Sergio Moro,  Revista Piauí, Michel Temer (pronunciamento na TV);Condenação de Sergio Cabral;"Sobre Sergio Moro ""Avec cette nouvelle condamnation, Sergio Moro fait montre, une fois de plus, de son intransigeance. Balayant les critiques laccusant davoir la main lourde, le juge de Curitiba poursuit ainsi son travail de « justicier » à même denfermer les cols blancs, les milliardaires et les sénateurs, qui lui vaut ladmiration dune partie des Brésiliens et la haine des politiciens""";
22.06.2017;Létoile pâlie du Brésil sur la scène internationale;http://www.lemonde.fr/idees/article/2017/06/22/l-etoile-palie-du-bresil-sur-la-scene-internationale_5149099_3232.html#dVI3A5TdhMgbR7uZ.99;Lava Jato;Correspondente Claire Gatinois;Joaquim Barbosa (possível candidato da Rede), Antonio Delfim Netto (na Folha de S. Paulo), Andrés Malamud (politólogo argentino que escreveu no La Nación), Paulo Sergio Pinheiro, Luiz Felipe de Alencastro;Michel Temer. Brasil perde seu crédito internacional;" O texto fala sobre a falta de crédito e falta de respeito pelo Brasil por conta dos escândalos políticos.  Quen dépit des railleries et de la désolation dune partie des citoyens face à linterminable scandale de corruption mis au jour par lopération judiciaire « Lava Jato » (« lavage express ») le Brésil ne sest pas transformé en une honteuse « République bananière ».
";
27.06.2017;Le président brésilien mis en cause par la justice;http://www.lemonde.fr/ameriques/article/2017/06/27/demande-de-mise-en-accusation-pour-corruption-contre-le-president-bresilien-temer_5151500_3222.html#V2U6gqVld2DEIqXI.99;Lava Jato;Correspondente Claire Gatinois;Rodrigo Janot, site Congresso em Foco, Pablo Ortellado( professor da USP), Robson Andrade (presidente da Confederação Nacional da Indústria), Folha de S. Paulo, Michel Temer, Sylvio Costa (Congresso em Foco);Michel Temer;Michel Temer é acusado de corrupção passiva;
27.06.2017;"Au Brésil, Michel Temer à loffensive pour dénoncer une justice de « fiction »
";http://www.lemonde.fr/ameriques/article/2017/06/27/au-bresil-michel-temer-a-l-offensive-pour-denoncer-une-justice-de-fiction_5152098_3222.html#B4xvGp7280q8ezJP.99;Lava Jato;Correspondente Claire Gatinois;Michel Temer;Michel Temer;Michel Temer acusa Rodrigo Janot de querer fragilizar o governo. Michel insinua que Janot pode ter recebido propina de Joesley Batista, envolvido no escândalo da Lava Jato;
 12.07.2017;"Brésil : lancien président Lula condamné à neuf ans et demi de prison pour corruption
";http://www.lemonde.fr/ameriques/article/2017/07/12/bresil-l-ancien-president-lula-condamne-a-neuf-ans-et-demi-de-prison-pour-corruption_5159746_3222.html#fA6qvqvGDXIM6QEe.99;Lava Jato;Equipe (RJ);Sergio Moro, advogados de Lula para a Agence France Presse, Paulo Okamotto (presidente do Instituto Lula) para o jornal O Globo, pesquisa da Folha de S. Paulo, consultoria Eurásia, Mauricio Santoro (professor de ciências políticas na UFRJ),  jornal Estadão, Thiago Bottino (professor da FGV);Lula;Condenação em primeira instância de Luís Inácio Lula da Silva;
13.07.2017;Brésil : tout comprendre à lopération « Lava Jato »;http://www.lemonde.fr/ameriques/article/2017/03/26/affaire-petrobras-retour-sur-les-trois-annees-qui-ont-marque-le-bresil_5100932_3222.html#vyOSLMlm7CWF0Ica.99;Lava Jato;Nicolas Bourcier e Claire Gatinois;sem fontes;Recapitulação da Operação Lava Jato;Narrativa sobre a Operação;
13.07.2017;"Brésil : comprendre la condamnation de Lula et le scandale Petrobras en 8 questions
"; http://www.lemonde.fr/les-decodeurs/article/2017/07/13/bresil-comprendre-la-condamnation-de-lula-et-le-scandale-petrobras-en-8-questions_5160238_4355770.html#xoA1OBLyYrKAAfur.99;Lava Jato;Redação Snapchat;pesquisa da Folha de S. Paulo;Lula e Lava Jato;O Le Monde elencou 8 perguntas para entender a condenação de Lula em primeira instância e a Operação Lava Jato como um todo. As perguntas são: 1) Por que a condenação é importante? 2) Do que Lula é culpado? 3) O que é a Lava Jato? 4) O que revela este vasto escândalo? 5) Quantos políticos foram envolvidos no escândalo? 6) Como Lula defende-se? 7) Lula poderá tornar-se presidente novamente? 8) Como o país enfrenta o escândalo? ;
 19.07.2017;"Brésil : la justice bloque des comptes et saisit des biens de lex-président Lula
";http://www.lemonde.fr/ameriques/article/2017/07/19/bresil-la-justice-bloque-des-comptes-et-saisit-des-biens-de-l-ex-president-lula_5162675_3222.html#Vdisue4t4sdvlZPI.99;Lava Jato;Le Monde com a AFP;Lula;Lula;O texto fala sobre o bloqueio das contas e bens de Lula pela Justiça;
19.07.2017;Pérou?: le président Kuczynski confronté aux retombées du scandale Odebrecht;http://www.lemonde.fr/ameriques/article/2017/07/19/perou-le-president-kuczynski-confronteaux-retombees-du-scandale-odebrecht_5162370_3222.html#y58iaL8dAedkcRpJ.99;Lava Jato;Paulo A. Paranagua;sem fonte;Escândalo de corrupção no Chile;A investigação do caso ganhou o mesmo nome da operação brasileira Lava Jato;
